,tnv,distance,velocity,accelerate,week_date,date,hour in date,min in date,latitude,longitude,time,moving,active,time_difference,address,type,address_type,hall,nation,count
410,20,159.37973453776564,0.132816445448138,0.0001106803712067,0,12:05:2013 ,5,23,43.7028409,-72.2900077,1368311023,True,1.0,1200.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,19.0
228,20,412.823239995497,0.3443062885700558,0.0002871612081485,0,12:05:2013 ,8,3,43.7058024,-72.2888635,1368320623,True,1.0,9600.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,27.0
264,20,169.6432791914516,0.1413693993262096,0.0001178078327718,0,12:05:2013 ,8,23,43.7070383,-72.2858596,1368321823,True,1.0,1200.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,25.0
34,20,21.85222840198489,0.0182101903349874,1.5175158612489506e-05,0,12:05:2013 ,23,3,43.7066108,-72.2869514,1368374623,True,1.0,52800.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
330,20,66.49001112085676,0.0554083426007139,4.617361883392831e-05,0,12:05:2013 ,23,23,43.7070952,-72.2861034,1368375823,True,1.0,1200.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
229,20,177.81038668088664,0.1481753222340722,0.000123479435195,1,13:05:2013 ,3,23,43.7058107,-72.2887858,1368390223,True,1.0,14400.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,27.0
35,20,117.46975203873762,0.0978914600322813,8.15762166935678e-05,1,13:05:2013 ,3,43,43.7066665,-72.2870193,1368391423,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
36,20,22.264021677160812,0.018553351397634,1.546112616469501e-05,1,13:05:2013 ,5,43,43.7067311,-72.2870125,1368398623,True,1.0,7200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
37,20,14.041983219514742,0.0117016526829289,9.751377235774128e-06,1,13:05:2013 ,6,23,43.7065785,-72.2870245,1368401023,False,0.0,2400.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
38,20,21.64633831055695,0.0180386152587974,1.5032179382331212e-05,1,13:05:2013 ,6,43,43.7067362,-72.2870587,1368402223,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
39,20,12.69680187561472,0.0105806682296789,8.817223524732442e-06,1,13:05:2013 ,7,23,43.7066678,-72.2870161,1368404623,False,0.0,2400.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
265,20,53.61477471321436,0.0446789789276786,3.723248243973219e-05,1,13:05:2013 ,7,43,43.7070584,-72.2859073,1368405823,True,1.0,1200.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,25.0
40,20,42.276903185163555,0.0352307526543029,2.935896054525247e-05,1,13:05:2013 ,18,43,43.7066253,-72.2870548,1368445423,True,1.0,39600.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
41,20,31.28218472588453,0.0260684872715704,2.172373939297537e-05,1,13:05:2013 ,23,3,43.7065423,-72.2870014,1368461023,True,1.0,15600.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
217,20,35.74327368888882,0.0297860614074073,2.4821717839506124e-05,1,13:05:2013 ,23,23,43.7062819,-72.2884908,1368462223,True,1.0,1200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,3.0
143,20,0.0686314983049317,5.719291525410976e-05,4.7660762711758135e-08,2,14:05:2013 ,0,23,43.7063606,-72.2887316,1368465823,False,0.0,3600.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,9.0
42,20,45.59872456113891,0.0379989371342824,3.1665780945235355e-05,2,14:05:2013 ,0,43,43.7066928,-72.2870577,1368467023,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
457,20,69.23526032835201,0.0576960502736266,4.80800418946889e-05,2,14:05:2013 ,3,43,43.7071132,-72.2859675,1368477823,True,1.0,10800.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
43,20,64.77423040620205,0.0539785253385017,4.498210444875143e-05,2,14:05:2013 ,6,23,43.7066116,-72.2870472,1368487423,True,1.0,9600.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
44,20,12.861521354378729,0.0107179344619822,8.931612051651895e-06,2,14:05:2013 ,7,3,43.7067026,-72.2870306,1368489823,False,0.0,2400.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
45,20,20.218808760894404,0.0168490073007453,1.404083941728778e-05,2,14:05:2013 ,7,23,43.7065553,-72.2869997,1368491023,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
46,20,20.163903669241517,0.0168032530577012,1.400271088141772e-05,2,14:05:2013 ,7,43,43.7067022,-72.28705,1368492223,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
47,20,23.362128175639473,0.0194684401463662,1.6223700121971855e-05,2,14:05:2013 ,8,3,43.706532,-72.286974,1368493423,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
230,20,106.98290986676832,0.0445762124444868,1.85734218518695e-05,2,14:05:2013 ,8,43,43.7057526,-72.2887197,1368495823,True,1.0,2400.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,27.0
231,20,1.345181571948445,0.0011209846432903,9.341538694086424e-07,2,14:05:2013 ,9,43,43.7058076,-72.2887342,1368499423,False,0.0,3600.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,27.0
331,20,176.4514917500991,0.1470429097917492,0.0001225357581597,2,14:05:2013 ,10,3,43.7070931,-72.2859853,1368500623,True,1.0,1200.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
48,20,61.58973478305288,0.0513247789858773,4.277064915489783e-05,2,14:05:2013 ,18,23,43.7066314,-72.2870218,1368530623,True,1.0,30000.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
49,20,18.310852248861877,0.0152590435407182,1.2715869617265192e-05,2,14:05:2013 ,19,23,43.7065987,-72.2870174,1368534223,False,0.0,3600.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
160,20,25.077902869266552,0.0208982523910554,1.741521032587955e-05,2,14:05:2013 ,19,43,43.7067814,-72.2870743,1368535423,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
232,20,135.03938889438385,0.1125328240786532,9.377735339887767e-05,2,14:05:2013 ,20,3,43.7057976,-72.2887844,1368536623,True,1.0,1200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,27.0
233,20,0.7686751859138633,0.0006405626549282,5.338022124401829e-07,2,14:05:2013 ,20,43,43.7058049,-72.2887572,1368539023,False,0.0,2400.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,27.0
572,20,655.4965452576207,0.5462471210480172,0.0004552059342066,2,14:05:2013 ,21,3,43.7010295,-72.2865912,1368540223,True,1.0,1200.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,33.0
50,20,763.179486658532,0.3179914527743883,0.0001324964386559,2,14:05:2013 ,23,23,43.7065841,-72.2870035,1368548623,True,1.0,8400.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
51,20,17.720624048011317,0.014767186706676,1.2305988922230082e-05,2,14:05:2013 ,23,43,43.7067132,-72.2870537,1368549823,False,0.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
144,20,46.27130794680066,0.0385594232890005,3.213285274083379e-05,3,15:05:2013 ,0,3,43.7063761,-72.2887375,1368551023,True,1.0,1200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,9.0
145,20,2.758986207605275,0.0022991551730043,1.91596264417033e-06,3,15:05:2013 ,0,43,43.7063507,-72.2887342,1368553423,False,0.0,2400.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,9.0
161,20,68.50786883339869,0.0570898906944989,4.757490891208242e-05,3,15:05:2013 ,1,3,43.7068498,-72.2869956,1368554623,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
332,20,48.17916249754578,0.0401493020812881,3.3457751734406794e-05,3,15:05:2013 ,9,23,43.7070864,-72.2859805,1368584623,True,1.0,30000.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
52,20,48.083079411918625,0.0400692328432655,3.339102736938794e-05,3,15:05:2013 ,18,23,43.7067331,-72.2870716,1368617023,True,1.0,32400.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
53,20,30.801761172210004,0.025668134310175,2.1390111925145835e-05,3,15:05:2013 ,20,3,43.7065664,-72.2870349,1368623023,True,1.0,6000.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
54,20,21.509077064132775,0.0179242308867773,1.4936859072314429e-05,3,15:05:2013 ,20,23,43.7067231,-72.2870773,1368624223,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
55,20,1.4412585607132975,0.0012010488005944,1.0008740004953457e-06,3,15:05:2013 ,20,43,43.7067126,-72.2870811,1368625423,False,0.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
374,20,410.80333344676063,0.3423361112056338,0.0002852800926713,3,15:05:2013 ,21,3,43.7037198,-72.288757,1368626623,True,1.0,1200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,1.0
502,20,282.0126343296833,0.0587526321520173,1.2240131698336948e-05,3,15:05:2013 ,22,23,43.7016653,-72.2881299,1368631423,True,1.0,4800.0,"Hopkins Center for the Arts, 4, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Hopkins Center for the Arts,us,8.0
503,20,1.1804928648798587,0.0009837440540665,8.197867117221241e-07,3,15:05:2013 ,22,43,43.7016739,-72.288162,1368632623,False,0.0,1200.0,"Hopkins Center for the Arts, 4, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Hopkins Center for the Arts,us,8.0
146,20,643.7307370909864,0.5364422809091554,0.0004470352340909,3,15:05:2013 ,23,3,43.7063636,-72.2886237,1368633823,True,1.0,1200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,9.0
234,20,76.49678582923161,0.0637473215243596,5.3122767936966395e-05,3,15:05:2013 ,23,23,43.7058063,-72.2887666,1368635023,True,1.0,1200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,27.0
56,20,129.71359201454422,0.1080946600121201,9.007888334343348e-05,4,16:05:2013 ,1,3,43.706749,-72.2870566,1368641023,True,1.0,6000.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
57,20,26.25836786047172,0.0218819732170597,1.823497768088314e-05,4,16:05:2013 ,1,23,43.7065577,-72.2869759,1368642223,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
58,20,4.44731572618395,0.0037060964384866,3.088413698738854e-06,4,16:05:2013 ,1,43,43.7065901,-72.2869838,1368643423,False,0.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
573,20,762.3695850333409,0.6353079875277841,0.0005294233229398,4,16:05:2013 ,2,3,43.7010361,-72.2864901,1368644623,True,1.0,1200.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,33.0
622,20,2.388448315241241,0.0019903735960343,1.6586446633619726e-06,4,16:05:2013 ,2,43,43.7009703,-72.2865682,1368647023,False,0.0,2400.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,5.0
279,20,750.4691731421124,0.625390977618427,0.0005211591480153,4,16:05:2013 ,3,3,43.7064376,-72.2879659,1368648223,True,1.0,1200.0,"College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,,us,2.0
162,20,46.9438790663686,0.0391198992219738,3.259991601831153e-05,4,16:05:2013 ,3,23,43.7067796,-72.2870911,1368649423,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
59,20,20.877664609111743,0.0174125643111857,1.4522572402990637e-05,4,16:05:2013 ,5,3,43.7067522,-72.287061,1368655423,True,1.0,6000.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
60,20,4.3100489572824525,0.003591707464402,2.99308955366837e-06,4,16:05:2013 ,5,23,43.7067208,-72.2870786,1368656623,False,0.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
61,20,21.248277951493943,0.0177068982929116,1.4755748577426353e-05,4,16:05:2013 ,5,43,43.706566,-72.2870445,1368657823,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
411,20,517.760906316252,0.43146742193021,0.0003595561849418,4,16:05:2013 ,6,3,43.702794,-72.2899849,1368659023,True,1.0,1200.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,19.0
480,20,10.55573809078659,0.0087964484089888,7.330373674157354e-06,4,16:05:2013 ,6,23,43.7027171,-72.2898846,1368660223,False,0.0,1200.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,16.0
356,20,54.631729151686606,0.0454885338481986,3.7875548583013054e-05,4,16:05:2013 ,6,43,43.7031151,-72.2904555,1368661424,True,1.0,1201.0,"Class of 1953 Commons, 6, Mass Row, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1953 Commons,us,16.0
357,20,0.013726551578484,0.013726551578484,0.013726551578484,4,16:05:2013 ,7,43,43.7030979,-72.2904716,1368665024,False,0.0,3600.0,"Class of 1953 Commons, 6, Mass Row, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1953 Commons,us,16.0
62,20,475.37329404651297,0.1981547703403555,8.259890385175304e-05,4,16:05:2013 ,8,23,43.7065611,-72.2870426,1368667423,True,1.0,2399.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
163,20,28.221223796166985,0.0235176864968058,1.959807208067152e-05,4,16:05:2013 ,8,43,43.7067667,-72.2870866,1368668623,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
333,20,65.02130356040831,0.0541844196336736,4.515368302806133e-05,4,16:05:2013 ,11,23,43.7070832,-72.2860531,1368678223,True,1.0,9600.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
