,tnv,distance,velocity,accelerate,week_date,date,hour in date,min in date,latitude,longitude,time,moving,active,time_difference,address,type,address_type,hall,nation,count
612,20,250.8869545332844,0.2090724621110703,0.0001742270517592,3,01:05:2013 ,21,3,43.7089411,-72.2841439,1367417000,True,1.0,36000.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,37.0
613,20,2.223627931901371,0.0018530232765844,1.5441860638203969e-06,3,01:05:2013 ,22,3,43.7089621,-72.2841764,1367420600,False,0.0,3600.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,37.0
296,20,279.78067700288057,0.2331505641690671,0.0001942921368075,3,01:05:2013 ,22,23,43.7069238,-72.2870627,1367421800,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,3.0
316,20,21.13842529280676,0.0176153544106722,1.4679462008893582e-05,3,01:05:2013 ,22,43,43.7070778,-72.2859768,1367423000,True,1.0,1200.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
317,20,2.6354387252784433,0.002196198937732,1.8301657814433632e-06,3,01:05:2013 ,23,23,43.707099,-72.2859435,1367425400,False,0.0,2400.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
132,20,109.98862962705546,0.0916571913558795,7.63809927965663e-05,3,01:05:2013 ,23,43,43.7062977,-72.2889924,1367426600,True,1.0,1200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,26.0
133,20,1.0020202322166976,0.0008350168601805,6.958473834838178e-07,4,02:05:2013 ,0,23,43.7062997,-72.2889757,1367429000,False,0.0,2400.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,26.0
258,20,101.6705240400676,0.0847254367000563,7.060453058338028e-05,4,02:05:2013 ,0,43,43.7070404,-72.2859683,1367430200,True,1.0,1200.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,25.0
284,20,81.01242768630581,0.0675103564052548,5.625863033771237e-05,4,02:05:2013 ,7,43,43.706488,-72.2889624,1367455400,True,1.0,25200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,1.0
506,20,83.78512886254379,0.0697047661086054,5.799065400050372e-05,4,02:05:2013 ,8,3,43.7070984,-72.2889338,1367456602,True,1.0,1202.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,2.0
275,20,175.7103256389408,0.1464252713657839,0.0001220210594714,4,02:05:2013 ,20,43,43.7057559,-72.2884278,1367502201,True,1.0,45599.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,4.0
635,20,676.3338868893622,0.5636115724078019,0.0004696763103398,4,02:05:2013 ,21,3,43.7008287,-72.2866866,1367503401,True,1.0,1200.0,"The Lodge, 19, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,The Lodge,us,4.0
661,20,1100.9811809344471,0.4589333809647549,0.0001913019512149,4,02:05:2013 ,23,3,43.7090092,-72.2841217,1367510601,True,1.0,7200.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,12.0
614,20,9.457281521602225,0.0078810679346685,6.567556612223767e-06,4,02:05:2013 ,23,23,43.7089403,-72.2841562,1367511801,False,0.0,1200.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,37.0
492,20,853.1332251821126,0.3554721771592136,0.0001481134071496,5,03:05:2013 ,0,3,43.702725,-72.2883146,1367514201,True,1.0,2400.0,"Hood Museum of Art, 6, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",museum,tourism,Hood Museum of Art,us,1.0
569,20,228.65843674897928,0.190548697290816,0.0001587905810756,5,03:05:2013 ,0,23,43.7010592,-72.2865634,1367515401,True,1.0,1200.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,33.0
626,20,23.21187504127311,0.0193432292010609,1.611935766755077e-05,5,03:05:2013 ,2,3,43.7010567,-72.286412,1367521401,True,1.0,6000.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,3.0
521,20,81.87968588113078,0.0681762580192596,5.67662431467607e-05,5,03:05:2013 ,3,43,43.7016379,-72.2878977,1367527402,True,1.0,6001.0,"Hopkins Center for the Arts, 4, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Hopkins Center for the Arts,us,2.0
318,20,746.6092847595296,0.6226933150621597,0.0005193438824538,5,03:05:2013 ,4,3,43.7070771,-72.2859945,1367528601,True,1.0,1199.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
391,20,12.435978998945794,0.0103633158324548,8.63609652704569e-06,5,03:05:2013 ,5,3,43.7070987,-72.2866714,1367532201,False,0.0,3600.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,1.0
277,20,176.42403351844118,0.1470200279320343,0.0001225166899433,5,03:05:2013 ,5,23,43.7058134,-72.2889363,1367533401,True,1.0,1200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,1.0
226,20,4.74931402411059,0.0039610625722356,3.3036385089538683e-06,5,03:05:2013 ,6,3,43.7058389,-72.2888624,1367535801,False,0.0,2400.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,27.0
507,20,162.093808779336,0.13507817398278,0.0001125651449856,5,03:05:2013 ,6,23,43.7070198,-72.2888764,1367537001,True,1.0,1200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,2.0
511,20,23.032634506739388,0.0191938620889494,1.5994885074124575e-05,5,03:05:2013 ,6,43,43.7071876,-72.2888405,1367538201,True,1.0,1200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,2.0
259,20,21.78354749596332,0.0181529562466361,1.5127463538863416e-05,5,03:05:2013 ,11,3,43.7070159,-72.2858987,1367553801,True,1.0,15600.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,25.0
142,20,74.89050718892516,0.0623567919974397,5.192072605948357e-05,5,03:05:2013 ,20,3,43.7065232,-72.288682,1367586203,True,1.0,32402.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,9.0
260,20,72.48841420551005,0.0604573929987573,5.042318014908869e-05,5,03:05:2013 ,20,23,43.7070513,-72.2860255,1367587402,True,1.0,1199.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,25.0
453,20,6.767038487550605,0.0056391987396255,4.699332283021253e-06,5,03:05:2013 ,20,43,43.7071006,-72.2859726,1367588602,False,0.0,1200.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
615,20,254.96362425831504,0.2124696868819292,0.0001770580724016,5,03:05:2013 ,21,3,43.7089581,-72.2841307,1367589802,True,1.0,1200.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,37.0
662,20,1.4961447563777497,0.0012467872969814,1.038989414151215e-06,5,03:05:2013 ,22,3,43.7089714,-72.2841634,1367593402,False,0.0,3600.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,12.0
319,20,257.8461160901442,0.2148717634084535,0.0001790598028403,5,03:05:2013 ,22,23,43.7070929,-72.2860184,1367594602,True,1.0,1200.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
320,20,0.562775960758971,0.0004689799672991,3.908166394159521e-07,5,03:05:2013 ,22,43,43.707097,-72.2859815,1367595802,False,0.0,1200.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
19,20,54.959937866642115,0.0457999482222017,3.816662351850147e-05,5,03:05:2013 ,23,3,43.7066966,-72.2869529,1367597002,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
20,20,7.714167007215757,0.0064231199060913,5.348143135796327e-06,5,03:05:2013 ,23,23,43.7066404,-72.2869654,1367598203,False,0.0,1201.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
207,20,57.156288335955125,0.0476699652510051,3.975810279483328e-05,5,03:05:2013 ,23,43,43.706224,-72.2891842,1367599402,True,1.0,1199.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,14.0
210,20,13.39687926419857,0.0111640660534988,9.303388377915674e-06,6,04:05:2013 ,0,23,43.7061669,-72.2886746,1367601802,False,0.0,2400.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,1.0
454,20,130.4819971278197,0.1087349976065164,9.061249800543036e-05,6,04:05:2013 ,0,43,43.7071175,-72.2859736,1367603002,True,1.0,1200.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
663,20,256.4871941455408,0.2137393284546173,0.0001781161070455,1,06:05:2013 ,21,3,43.708988,-72.2841118,1367849020,True,1.0,246018.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,12.0
616,20,0.5353178826352113,0.0004201867210637,3.298168925147136e-07,1,06:05:2013 ,22,3,43.7089563,-72.2841267,1367852621,False,0.0,3601.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,37.0
302,20,295.40117108746426,0.2568705835543167,0.0002233657248298,1,06:05:2013 ,22,22,43.7068042,-72.2894105,1367853771,True,1.0,1150.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,1.0
321,20,39.46298101127407,0.0163950897429472,6.811420749043317e-06,1,06:05:2013 ,23,2,43.7070917,-72.2859682,1367856178,True,1.0,2407.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
322,20,0.2333461334355575,0.0002063184203674,1.824212381674844e-07,1,06:05:2013 ,23,21,43.7070934,-72.2859747,1367857309,False,0.0,1131.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
134,20,108.53364481840444,0.0859332104658784,6.803896315588156e-05,1,06:05:2013 ,23,42,43.7063027,-72.2888921,1367858572,True,1.0,1263.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,26.0
135,20,1.67460902490287,0.0014337406035127,1.2275176399937766e-06,2,07:05:2013 ,0,22,43.7063036,-72.2889971,1367860949,False,0.0,2377.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,26.0
21,20,45.447750099486186,0.0372522541799067,3.053463457369402e-05,2,07:05:2013 ,0,42,43.7066347,-72.2870002,1367862169,True,1.0,1220.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
323,20,66.18803953884169,0.0551566996157014,4.596391634641784e-05,2,07:05:2013 ,8,43,43.7070775,-72.2858671,1367891023,True,1.0,28854.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
22,20,67.27241254826612,0.0560603437902217,4.6716953158518135e-05,2,07:05:2013 ,17,3,43.706596,-72.2870166,1367921023,True,1.0,30000.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
212,20,95.19195931495364,0.0793266327624613,6.610552730205114e-05,2,07:05:2013 ,20,43,43.7058793,-72.2887401,1367934223,True,1.0,13200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,1.0
636,20,691.7210721819822,0.5764342268183185,0.0004803618556819,2,07:05:2013 ,21,3,43.70084,-72.2866525,1367935423,True,1.0,1200.0,"The Lodge, 19, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,The Lodge,us,4.0
368,20,568.9107052994545,0.4740922544162121,0.0003950768786801,2,07:05:2013 ,23,3,43.7051487,-72.2885422,1367942623,True,1.0,7200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,5.0
23,20,201.35162919181175,0.1677930243265098,0.000139827520272,2,07:05:2013 ,23,23,43.7066156,-72.2869921,1367943823,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
455,20,76.53763309821879,0.0637813609151823,5.315113409598527e-05,3,08:05:2013 ,3,3,43.7071353,-72.2859685,1367957023,True,1.0,13200.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
24,20,63.731014590823946,0.0531091788256866,4.425764902140552e-05,3,08:05:2013 ,3,23,43.706671,-72.2869858,1367958223,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
159,20,22.79934093798215,0.0189994507816517,1.5832875651376495e-05,3,08:05:2013 ,5,43,43.7067764,-72.2870036,1367966623,True,1.0,8400.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
324,20,62.01524834626963,0.052555295208703,4.453838577008736e-05,3,08:05:2013 ,10,23,43.7070832,-72.2859774,1367983390,True,1.0,16767.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
227,20,171.83945568960897,0.1308754422616976,9.967665061820078e-05,3,08:05:2013 ,18,43,43.7058262,-72.2888291,1368013423,True,1.0,30033.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,27.0
25,20,105.2396279324985,0.0876996899437487,7.308307495312395e-05,3,08:05:2013 ,19,3,43.7065929,-72.2870554,1368014623,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
664,20,315.5101391270602,0.2629251159392168,0.0002191042632826,3,08:05:2013 ,21,3,43.708967,-72.2841597,1368021823,True,1.0,7200.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,12.0
665,20,2.7863980822922887,0.0022344812207636,1.7918855018152878e-06,3,08:05:2013 ,21,43,43.7089728,-72.2841796,1368024192,False,0.0,2369.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,12.0
638,20,46.943300760697205,0.0385729669356591,3.1695124844420027e-05,3,08:05:2013 ,22,3,43.7086308,-72.2843127,1368025409,True,1.0,1217.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,2.0
26,20,274.52403233580355,0.119099363269329,5.1670005756758824e-05,3,08:05:2013 ,22,41,43.7066308,-72.2870177,1368027714,True,1.0,2305.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
27,20,4.845375907193283,0.0037015858725693,2.8277966940942345e-06,3,08:05:2013 ,23,3,43.7066661,-72.2870134,1368029023,False,0.0,1309.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
325,20,59.0229155021049,0.0491857629184207,4.098813576535062e-05,3,08:05:2013 ,23,23,43.7070961,-72.2860376,1368030223,True,1.0,1200.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
136,20,112.26719809204154,0.096615488891602,8.314585963132704e-05,3,08:05:2013 ,23,43,43.7062782,-72.2890854,1368031385,True,1.0,1162.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,26.0
137,20,0.9608413330073232,0.0008578940473279,7.659768279713992e-07,4,09:05:2013 ,0,21,43.7062967,-72.2889087,1368033710,False,0.0,2325.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,26.0
28,20,50.49902199046434,0.0413926409757904,3.392839424245118e-05,4,09:05:2013 ,0,42,43.7066646,-72.2870221,1368034930,True,1.0,1220.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
29,20,2.1962046610611283,0.0017430195722707,1.3833488668815372e-06,4,09:05:2013 ,1,22,43.7066175,-72.2870204,1368037370,False,0.0,2440.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
570,20,770.5505869958937,0.3266428940211504,0.0001384666782624,4,09:05:2013 ,2,2,43.7010039,-72.2865695,1368039729,True,1.0,2359.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,33.0
619,20,0.3843480193121778,0.0003494072902837,3.176429911670891e-07,4,09:05:2013 ,2,41,43.7009708,-72.2865576,1368042110,False,0.0,2381.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,5.0
512,20,854.2809086588671,0.3399446512769069,0.0001352744334567,4,09:05:2013 ,3,23,43.7071944,-72.2889175,1368044623,True,1.0,2513.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,2.0
30,20,77.70434747886416,0.0668137123635977,5.74494517313824e-05,4,09:05:2013 ,5,3,43.7066143,-72.2870253,1368050586,True,1.0,5963.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
261,20,44.92604217023271,0.0415212959059452,3.837458031972755e-05,4,09:05:2013 ,9,21,43.7070642,-72.2859373,1368066105,True,1.0,15519.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,25.0
31,20,66.44882306206435,0.0613562539815921,5.665397412889399e-05,4,09:05:2013 ,18,21,43.7066358,-72.2870209,1368098506,True,1.0,32401.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
536,20,714.9161415361217,0.5723908258896091,0.0004582792841389,4,09:05:2013 ,20,3,43.7014448,-72.2871475,1368104623,True,1.0,6117.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,7.0
620,20,67.10982354860592,0.0587137563854819,5.136811582281889e-05,4,09:05:2013 ,20,22,43.7009559,-72.286609,1368105766,True,1.0,1143.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,5.0
621,20,0.0549068647390885,4.413735107643773e-05,3.5480185752763454e-08,4,09:05:2013 ,20,43,43.7009555,-72.286614,1368107010,False,0.0,1244.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,5.0
499,20,94.78279204351172,0.0781391525502982,6.441809773313949e-05,4,09:05:2013 ,21,3,43.701646,-72.2880889,1368108223,True,1.0,1213.0,"Hopkins Center for the Arts, 4, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Hopkins Center for the Arts,us,8.0
571,20,82.66213717561396,0.0656048707742968,5.206735775737842e-05,5,10:05:2013 ,0,2,43.7009736,-72.2865518,1368118970,True,1.0,10747.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,33.0
513,20,96.01815091363667,0.0731288278093196,5.569598462248258e-05,5,10:05:2013 ,3,3,43.7017306,-72.2874989,1368129823,True,1.0,10853.0,"Hood Museum of Art, 6, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",museum,tourism,Hood Museum of Art,us,1.0
32,20,673.5028476509337,0.6224610421912512,0.0005752874696776,5,10:05:2013 ,3,21,43.7066372,-72.2870126,1368130905,True,1.0,1082.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
326,20,63.45651060853939,0.0528804255071161,4.406702125593014e-05,5,10:05:2013 ,6,3,43.7070749,-72.2859626,1368140623,True,1.0,9718.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
361,20,331.60086383645466,0.2763340531970455,0.0002302783776642,5,10:05:2013 ,6,23,43.7046591,-72.2896239,1368141823,True,1.0,1200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,2.0
409,20,252.84216202771165,0.2107018016897597,0.0001755848347414,5,10:05:2013 ,6,43,43.7028171,-72.2900745,1368143023,True,1.0,1200.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,19.0
262,20,581.7938316509478,0.5372057540636638,0.0004960348606312,5,10:05:2013 ,10,21,43.7070644,-72.2859555,1368156106,True,1.0,13083.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,25.0
617,20,256.55588371453354,0.2168688788795718,0.0001833211148601,5,10:05:2013 ,21,3,43.7089475,-72.2841887,1368194606,True,1.0,38500.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,37.0
618,20,8.743528613920322,0.0072862738449336,6.071894870778001e-06,5,10:05:2013 ,21,43,43.7089213,-72.2841793,1368197023,False,0.0,2417.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,37.0
263,20,255.64998923599376,0.1109110582368736,4.8117595764370346e-05,5,10:05:2013 ,22,22,43.7070588,-72.2859927,1368199328,True,1.0,2305.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,25.0
327,20,4.145326028197867,0.003701183953748,3.304628530132228e-06,5,10:05:2013 ,23,21,43.7070816,-72.2859825,1368202910,False,0.0,3582.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
138,20,109.23369357398572,0.0853388231046763,6.66709555505284e-05,5,10:05:2013 ,23,43,43.7062858,-72.2889404,1368204190,True,1.0,1280.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,26.0
139,20,2.017766879688059,0.0016272313545871,1.3122833504735034e-06,6,11:05:2013 ,0,23,43.7062934,-72.2889737,1368206610,False,0.0,2420.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,26.0
456,20,113.13194171624116,0.0992385453651238,8.705135558344194e-05,6,11:05:2013 ,0,42,43.7071176,-72.2860219,1368207750,True,1.0,1140.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
381,20,227.15668989046048,0.1953195957785558,0.0001679446223375,6,11:05:2013 ,7,42,43.7054088,-72.2900701,1368232953,True,1.0,25203.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,1.0
328,20,219.04438601114737,0.1668274074723133,0.0001270581930482,6,11:05:2013 ,9,23,43.707079,-72.2859738,1368239023,True,1.0,6070.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
33,20,55.17959813666118,0.0459829984472176,3.831916537268137e-05,0,12:05:2013 ,2,3,43.7065663,-72.2869595,1368299023,True,1.0,60000.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
329,20,67.464576584719,0.0281571688583969,1.1751739924205722e-05,0,12:05:2013 ,4,23,43.7070964,-72.2861014,1368307423,True,1.0,8400.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
500,20,746.279763936366,0.6218998032803049,0.0005182498360669,0,12:05:2013 ,4,43,43.7016596,-72.2880716,1368308623,True,1.0,1200.0,"Hopkins Center for the Arts, 4, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Hopkins Center for the Arts,us,8.0
501,20,2.772785564190448,0.0023106546368253,1.9255455306878113e-06,0,12:05:2013 ,5,3,43.7016798,-72.2880055,1368309823,False,0.0,1200.0,"Hopkins Center for the Arts, 4, East Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Hopkins Center for the Arts,us,8.0
